Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Gene Start (bp)	Associated Gene Name	Transcript Start (bp)	Transcript End (bp)	Gene End (bp)
ENSGACG00000009754	ENSGACT00000012901	groupXIII	9506321	riok2	9506321	9510860	9510861
ENSGACG00000009754	ENSGACT00000012907	groupXIII	9506321	riok2	9506353	9510861	9510861
ENSGACG00000009755	ENSGACT00000012910	groupXV	7956877	zgc:153654	7956877	7959639	7959639
ENSGACG00000009755	ENSGACT00000012914	groupXV	7956877	zgc:153654	7956901	7959630	7959639
ENSGACG00000009756	ENSGACT00000012946	groupVI	11885204	cog2	11885204	11891569	11891569
ENSGACG00000009757	ENSGACT00000012906	groupXX	11445897	DDR1	11445897	11472953	11472953
ENSGACG00000009758	ENSGACT00000012937	groupXII	12143626	TEAD3 (2 of 2)	12143626	12154186	12154186
ENSGACG00000009758	ENSGACT00000012948	groupXII	12143626	TEAD3 (2 of 2)	12144015	12150659	12154186
ENSGACG00000009758	ENSGACT00000012951	groupXII	12143626	TEAD3 (2 of 2)	12144015	12150659	12154186
ENSGACG00000009758	ENSGACT00000012959	groupXII	12143626	TEAD3 (2 of 2)	12144015	12150653	12154186
ENSGACG00000009759	ENSGACT00000012962	groupV	11563352	myof	11563352	11580360	11580379
ENSGACG00000009759	ENSGACT00000012973	groupV	11563352	myof	11563394	11580379	11580379
ENSGACG00000009760	ENSGACT00000012899	groupX	15029689		15029689	15032286	15032286
ENSGACG00000009761	ENSGACT00000012912	groupI	9598418	SIPA1L3	9598418	9618056	9618056
ENSGACG00000009761	ENSGACT00000012917	groupI	9598418	SIPA1L3	9615297	9617698	9618056
ENSGACG00000009762	ENSGACT00000012903	groupX	15033533		15033533	15042028	15042028
ENSGACG00000009763	ENSGACT00000012909	groupX	15045741		15045741	15048821	15048821
ENSGACG00000009764	ENSGACT00000012920	groupXIX	11113415	wee1	11113415	11117764	11117764
ENSGACG00000009765	ENSGACT00000012918	groupXX	11485631	gnl1	11485631	11490830	11490830
ENSGACG00000009766	ENSGACT00000012915	groupXIII	9546174	rgmb	9546174	9552647	9553996
ENSGACG00000009766	ENSGACT00000012921	groupXIII	9546174	rgmb	9550514	9553996	9553996
ENSGACG00000009767	ENSGACT00000012927	groupXI	7381055	strada	7381055	7387860	7387860
ENSGACG00000009768	ENSGACT00000012913	groupX	15050324		15050324	15050986	15050986
ENSGACG00000009769	ENSGACT00000012947	groupVIII	12519822		12519822	12529347	12529347
ENSGACG00000009769	ENSGACT00000012954	groupVIII	12519822		12519822	12529347	12529347
ENSGACG00000009770	ENSGACT00000012916	groupX	15052016		15052016	15053444	15053444
ENSGACG00000009771	ENSGACT00000012923	groupXV	7963758	MAP1S (1 of 2)	7963758	7973125	7973125
ENSGACG00000009773	ENSGACT00000012925	groupI	9654275	map3k10	9654275	9676217	9676217
ENSGACG00000009773	ENSGACT00000012929	groupI	9654275	map3k10	9654278	9676214	9676217
ENSGACG00000009774	ENSGACT00000012926	groupXX	11492506	ZNF384 (2 of 2)	11492506	11500941	11500941
ENSGACG00000009775	ENSGACT00000012930	groupXVIII	9427803	ZP2 (3 of 4)	9427803	9432354	9433378
ENSGACG00000009775	ENSGACT00000012934	groupXVIII	9427803	ZP2 (3 of 4)	9431566	9433378	9433378
ENSGACG00000009776	ENSGACT00000012928	groupXIX	11119196	znf143b	11119196	11126163	11126163
ENSGACG00000009777	ENSGACT00000012940	groupXIII	9555534	erap2	9555534	9563513	9563513
ENSGACG00000009777	ENSGACT00000012953	groupXIII	9555534	erap2	9557071	9563505	9563513
ENSGACG00000009778	ENSGACT00000012924	groupXVII	9898043	chchd4	9898043	9899536	9899536
ENSGACG00000009779	ENSGACT00000012931	groupXVII	9900355		9900355	9904073	9904073
ENSGACG00000009780	ENSGACT00000012933	groupXV	7973808	cart1	7973808	7974523	7974523
ENSGACG00000009781	ENSGACT00000012936	groupXX	11502299	si:ch211-154o6.3	11502299	11508571	11508571
ENSGACG00000009782	ENSGACT00000012938	groupXI	7388877	ddx42	7388877	7395283	7395283
ENSGACG00000009783	ENSGACT00000012943	groupXIX	11152973	edc3 (1 of 2)	11152973	11155150	11155150
ENSGACG00000009784	ENSGACT00000012932	groupI	9683507	ttc9b	9683507	9698264	9698264
ENSGACG00000009785	ENSGACT00000012935	groupXVII	9912569		9912569	9913751	9913751
ENSGACG00000009786	ENSGACT00000012941	groupI	9701258	C19orf47	9701258	9705705	9705705
ENSGACG00000009787	ENSGACT00000012952	groupXV	7975889	ccdc94	7975889	7979331	7979333
ENSGACG00000009787	ENSGACT00000012963	groupXV	7975889	ccdc94	7975986	7979333	7979333
ENSGACG00000009788	ENSGACT00000012944	groupXVIII	9433978	si:ch211-223m11.2	9433978	9438720	9438720
ENSGACG00000009789	ENSGACT00000012983	groupXVII	9923167	mapkapk3	9923167	9935052	9935052
ENSGACG00000009790	ENSGACT00000012939	groupXX	11509761		11509761	11514459	11514459
ENSGACG00000009790	ENSGACT00000012942	groupXX	11509761		11509761	11514459	11514459
ENSGACG00000009791	ENSGACT00000012945	groupXI	7396728	LIMD2	7396728	7406156	7406156
ENSGACG00000009793	ENSGACT00000012977	groupXX	11516936	cops7a	11516936	11525446	11525446
ENSGACG00000009793	ENSGACT00000012985	groupXX	11516936	cops7a	11516961	11524075	11525446
ENSGACG00000009794	ENSGACT00000012957	groupXIX	11158713	CSK (1 of 2)	11158713	11169086	11169086
ENSGACG00000009795	ENSGACT00000012958	groupXI	7413364	map3k3	7413364	7420828	7420828
ENSGACG00000009796	ENSGACT00000012949	groupXVIII	9441961	KCNS3	9441961	9443603	9443603
ENSGACG00000009797	ENSGACT00000012955	groupVI	11910628	pgbd5	11910628	11918855	11918855
ENSGACG00000009798	ENSGACT00000012964	groupXVIII	9454549	ELMSAN1 (1 of 2)	9454549	9457984	9458880
ENSGACG00000009798	ENSGACT00000012967	groupXVIII	9454549	ELMSAN1 (1 of 2)	9455681	9458880	9458880
ENSGACG00000009799	ENSGACT00000012965	groupXIII	9567423	lnpep	9567423	9569953	9575244
ENSGACG00000009799	ENSGACT00000012974	groupXIII	9567423	lnpep	9567441	9575244	9575244
ENSGACG00000009800	ENSGACT00000012969	groupVI	11937113	pibf1	11937113	11948795	11948795
ENSGACG00000009801	ENSGACT00000012975	groupI	9723215	capn12	9723215	9733039	9733089
ENSGACG00000009801	ENSGACT00000012987	groupI	9723215	capn12	9723222	9733089	9733089
ENSGACG00000009802	ENSGACT00000012966	groupVIII	12532302	SSX2IP (1 of 2)	12532302	12536890	12536890
ENSGACG00000009803	ENSGACT00000012989	groupXIX	11170173	adal	11170173	11173387	11173387
ENSGACG00000009803	ENSGACT00000012996	groupXIX	11170173	adal	11170228	11173102	11173387
ENSGACG00000009803	ENSGACT00000013002	groupXIX	11170173	adal	11170270	11172629	11173387
ENSGACG00000009803	ENSGACT00000013015	groupXIX	11170173	adal	11170273	11173296	11173387
ENSGACG00000009803	ENSGACT00000013021	groupXIX	11170173	adal	11171472	11173060	11173387
ENSGACG00000009804	ENSGACT00000012982	groupXI	7431932	gfap	7431932	7436359	7436359
ENSGACG00000009805	ENSGACT00000012961	groupXII	12168665		12168665	12168997	12168997
ENSGACG00000009806	ENSGACT00000012971	groupXII	12182010	LGR6	12182010	12214147	12214147
ENSGACG00000009807	ENSGACT00000012968	groupXV	7980740	shda	7980740	7983248	7983248
ENSGACG00000009808	ENSGACT00000012979	groupVIII	12537837		12537837	12548042	12548042
ENSGACG00000009809	ENSGACT00000012970	groupXVIII	9458894		9458894	9460853	9460853
ENSGACG00000009810	ENSGACT00000012976	groupXV	7989774	PPAP2C (1 of 2)	7989774	8000193	8000193
ENSGACG00000009810	ENSGACT00000012981	groupXV	7989774	PPAP2C (1 of 2)	7996926	8000187	8000193
ENSGACG00000009811	ENSGACT00000012978	groupXVIII	9465580	TTBK2 (1 of 2)	9465580	9467986	9467986
ENSGACG00000009812	ENSGACT00000013003	groupVI	11948648	dis3	11948648	11955493	11955855
ENSGACG00000009812	ENSGACT00000013041	groupVI	11948648	dis3	11949494	11955855	11955855
ENSGACG00000009812	ENSGACT00000013060	groupVI	11948648	dis3	11949688	11955647	11955855
ENSGACG00000009813	ENSGACT00000012994	groupXII	12215552	ube2t	12215552	12218003	12218003
ENSGACG00000009814	ENSGACT00000012997	groupX	15061664	rps18	15061664	15063622	15063622
ENSGACG00000009816	ENSGACT00000012999	groupXIII	9581601	slc14a2	9581601	9584821	9584821
ENSGACG00000009816	ENSGACT00000013005	groupXIII	9581601	slc14a2	9581819	9584812	9584821
ENSGACG00000009817	ENSGACT00000012980	groupXVIII	9470186		9470186	9471413	9471413
ENSGACG00000009818	ENSGACT00000012986	groupXVIII	9473074	churc1	9473074	9474303	9474303
ENSGACG00000009819	ENSGACT00000012988	groupXV	8006876	chico	8006876	8011389	8011389
ENSGACG00000009820	ENSGACT00000012984	groupVIII	12552722	LPAR3	12552722	12556194	12556194
ENSGACG00000009821	ENSGACT00000012991	groupXI	7441925	kcnh6	7441925	7458807	7458807
ENSGACG00000009822	ENSGACT00000013010	groupXVII	9937405	pfkfb4	9937405	9946916	9946916
ENSGACG00000009822	ENSGACT00000013017	groupXVII	9937405	pfkfb4	9940380	9946916	9946916
ENSGACG00000009823	ENSGACT00000012992	groupVIII	12558656	MCOLN2	12558656	12569003	12569003
ENSGACG00000009824	ENSGACT00000012993	groupXVIII	9477691	ZNF106 (2 of 2)	9477691	9482618	9482618
ENSGACG00000009825	ENSGACT00000012990	groupXX	11526901		11526901	11530680	11530777
ENSGACG00000009825	ENSGACT00000012995	groupXX	11526901		11526917	11530777	11530777
ENSGACG00000009826	ENSGACT00000012998	groupI	9749862	clasrp	9749862	9760409	9760409
ENSGACG00000009827	ENSGACT00000013025	groupXV	8017534	gna11b	8017534	8036323	8036323
ENSGACG00000009827	ENSGACT00000013028	groupXV	8017534	gna11b	8017534	8036305	8036323
ENSGACG00000009828	ENSGACT00000013016	groupXI	7497445	dcaf7 (2 of 2)	7497445	7499821	7499821
ENSGACG00000009829	ENSGACT00000013004	groupVIII	12571930	CLCC1	12571930	12577857	12577857
ENSGACG00000009829	ENSGACT00000013009	groupVIII	12571930	CLCC1	12571933	12577513	12577857
ENSGACG00000009830	ENSGACT00000013013	groupXVIII	9483972	capn3b	9483972	9493021	9493021
ENSGACG00000009830	ENSGACT00000013019	groupXVIII	9483972	capn3b	9487236	9492958	9493021
ENSGACG00000009831	ENSGACT00000013001	groupXII	12218917	etv7	12218917	12222496	12222496
ENSGACG00000009832	ENSGACT00000013008	groupXX	11533603	cd4	11533603	11536907	11536907
ENSGACG00000009833	ENSGACT00000013043	groupX	15063627	RING1	15063627	15068329	15068329
ENSGACG00000009834	ENSGACT00000013000	groupI	9763394		9763394	9765359	9765359
ENSGACG00000009835	ENSGACT00000013007	groupI	9772295		9772295	9792802	9792802
ENSGACG00000009836	ENSGACT00000013006	groupXII	12234412	KCNA10 (2 of 2)	12234412	12236332	12236332
ENSGACG00000009837	ENSGACT00000013011	groupXII	12251007	KCNA2 (2 of 2)	12251007	12252509	12252509
ENSGACG00000009838	ENSGACT00000013031	groupI	9799920	snrpa	9799920	9802037	9802037
ENSGACG00000009839	ENSGACT00000013018	groupXIII	9602118	setbp1	9602118	9622245	9622245
ENSGACG00000009839	ENSGACT00000013020	groupXIII	9602118	setbp1	9607544	9608174	9622245
ENSGACG00000009840	ENSGACT00000013032	groupXX	11551799	usp5	11551799	11561822	11561822
ENSGACG00000009840	ENSGACT00000013040	groupXX	11551799	usp5	11552270	11561243	11561822
ENSGACG00000009842	ENSGACT00000013012	groupXII	12262938		12262938	12264508	12264508
ENSGACG00000009843	ENSGACT00000013014	groupXII	12310358	ntf7	12310358	12311251	12311251
ENSGACG00000009844	ENSGACT00000013036	groupXII	12315252	TSPAN2 (2 of 2)	12315252	12322516	12322516
ENSGACG00000009844	ENSGACT00000013048	groupXII	12315252	TSPAN2 (2 of 2)	12315310	12322366	12322516
ENSGACG00000009845	ENSGACT00000013023	groupXI	7502311	angptl6	7502311	7505531	7505831
ENSGACG00000009845	ENSGACT00000013026	groupXI	7502311	angptl6	7502452	7505831	7505831
ENSGACG00000009846	ENSGACT00000013024	groupXVII	9949541	ARPC4 (2 of 2)	9949541	9951309	9951309
ENSGACG00000009847	ENSGACT00000013038	groupXVIII	9494612	nrbp1	9494612	9500462	9500462
ENSGACG00000009848	ENSGACT00000013039	groupXIII	9634644	cdk7	9634644	9639736	9639766
ENSGACG00000009848	ENSGACT00000013049	groupXIII	9634644	cdk7	9635074	9639766	9639766
ENSGACG00000009848	ENSGACT00000013053	groupXIII	9634644	cdk7	9635090	9639479	9639766
ENSGACG00000009849	ENSGACT00000013047	groupXIX	11172770	nat10	11172770	11179705	11179705
ENSGACG00000009850	ENSGACT00000013034	groupVIII	12586609	HRASLS	12586609	12588386	12588386
ENSGACG00000009851	ENSGACT00000013055	groupXVII	9952606	tada3l	9952606	9956253	9956253
ENSGACG00000009851	ENSGACT00000013059	groupXVII	9952606	tada3l	9952972	9955773	9956253
ENSGACG00000009852	ENSGACT00000013029	groupXI	7509412		7509412	7511196	7511196
ENSGACG00000009853	ENSGACT00000013030	groupXV	8038269		8038269	8039586	8041176
ENSGACG00000009853	ENSGACT00000013033	groupXV	8038269		8039399	8041176	8041176
ENSGACG00000009854	ENSGACT00000013057	groupXI	7511711	TRIP10 (1 of 2)	7511711	7524010	7524010
ENSGACG00000009854	ENSGACT00000013061	groupXI	7511711	TRIP10 (1 of 2)	7511711	7524004	7524010
ENSGACG00000009855	ENSGACT00000013035	groupXV	8042813	TPGS1	8042813	8043643	8043643
ENSGACG00000009856	ENSGACT00000013037	groupI	9803940	C19orf54	9803940	9805636	9805636
ENSGACG00000009857	ENSGACT00000013077	groupVIII	12590614	mfn1b	12590614	12601034	12601034
ENSGACG00000009858	ENSGACT00000013083	groupXV	8044259	ISYNA1	8044259	8051212	8053031
ENSGACG00000009858	ENSGACT00000013086	groupXV	8044259	ISYNA1	8044272	8053031	8053031
ENSGACG00000009859	ENSGACT00000013044	groupI	9807301	itpkcb	9807301	9816488	9816488
ENSGACG00000009860	ENSGACT00000013046	groupXVIII	9508966	si:dkey-12h9.6	9508966	9515747	9515747
ENSGACG00000009861	ENSGACT00000013051	groupXX	11561873	leprel2	11561873	11567648	11567648
ENSGACG00000009862	ENSGACT00000013052	groupX	15159926	GRIK5 (2 of 2)	15159926	15181533	15181533
ENSGACG00000009863	ENSGACT00000013045	groupI	9816673		9816673	9818637	9818637
ENSGACG00000009864	ENSGACT00000013062	groupI	9818367	gfm1	9818367	9827986	9828009
ENSGACG00000009864	ENSGACT00000013065	groupI	9818367	gfm1	9819244	9828009	9828009
ENSGACG00000009865	ENSGACT00000013097	groupXVIII	9536709	rhag	9536709	9543621	9544618
ENSGACG00000009865	ENSGACT00000013099	groupXVIII	9536709	rhag	9536720	9544618	9544618
ENSGACG00000009866	ENSGACT00000013085	groupXII	12325491	zgc:92113	12325491	12328121	12328121
ENSGACG00000009867	ENSGACT00000013058	groupXIX	11180868	caprin1b	11180868	11191250	11191250
ENSGACG00000009868	ENSGACT00000013093	groupXX	11573133	gnb3a	11573133	11575540	11575540
ENSGACG00000009869	ENSGACT00000013054	groupX	15189515		15189515	15190498	15190498
ENSGACG00000009870	ENSGACT00000013063	groupXIII	9641184	serinc5	9641184	9654500	9654500
ENSGACG00000009871	ENSGACT00000013066	groupX	15231093	sema6d	15231093	15244742	15244742
ENSGACG00000009872	ENSGACT00000013067	groupV	11585899	kat7	11585899	11590773	11590773
ENSGACG00000009873	ENSGACT00000013068	groupXVII	9969751	RBM38 (1 of 2)	9969751	9977258	9977258
ENSGACG00000009874	ENSGACT00000013072	groupXIX	11196019	lmo2	11196019	11197921	11197921
ENSGACG00000009875	ENSGACT00000013084	groupXI	7555772	olfm2a	7555772	7574333	7574333
ENSGACG00000009876	ENSGACT00000013071	groupVI	11956029	bora	11956029	11959645	11959645
ENSGACG00000009877	ENSGACT00000013064	groupXIII	9653217		9653217	9654091	9654091
ENSGACG00000009878	ENSGACT00000013074	groupXIII	9656284	thbs4a	9656284	9662076	9662076
ENSGACG00000009879	ENSGACT00000013070	groupI	9829619	neu4	9829619	9832706	9832706
ENSGACG00000009880	ENSGACT00000013069	groupX	15250780		15250780	15253079	15253079
ENSGACG00000009881	ENSGACT00000013075	groupV	11635055	dlx4b	11635055	11637439	11637439
ENSGACG00000009882	ENSGACT00000013112	groupXVII	9978814	rae1	9978814	9982912	9982965
ENSGACG00000009882	ENSGACT00000013144	groupXVII	9978814	rae1	9978846	9982912	9982965
ENSGACG00000009882	ENSGACT00000013155	groupXVII	9978814	rae1	9978862	9982965	9982965
ENSGACG00000009883	ENSGACT00000013073	groupX	15255686		15255686	15257722	15258047
ENSGACG00000009883	ENSGACT00000013076	groupX	15255686		15256607	15258047	15258047
ENSGACG00000009884	ENSGACT00000013079	groupI	9833731	WDR53	9833731	9835425	9835425
ENSGACG00000009885	ENSGACT00000013078	groupXIX	11216294	alx4a	11216294	11230141	11230141
ENSGACG00000009886	ENSGACT00000013080	groupVI	11959854	MZT1	11959854	11961532	11961532
ENSGACG00000009887	ENSGACT00000013082	groupXIII	9664437	mtx3	9664437	9667771	9667771
ENSGACG00000009888	ENSGACT00000013081	groupV	11642069	dlx3b	11642069	11644013	11644013
ENSGACG00000009889	ENSGACT00000013100	groupX	15258511	psmb4	15258511	15263294	15263294
ENSGACG00000009889	ENSGACT00000013111	groupX	15258511	psmb4	15259908	15262491	15263294
ENSGACG00000009889	ENSGACT00000013122	groupX	15258511	psmb4	15259913	15262446	15263294
ENSGACG00000009890	ENSGACT00000013127	groupVIII	12606366	gnb4b	12606366	12612737	12612737
ENSGACG00000009891	ENSGACT00000013105	groupI	9836133	srprb	9836133	9838597	9838597
ENSGACG00000009892	ENSGACT00000013094	groupXIX	11241014	tspan18b	11241014	11269176	11269176
ENSGACG00000009893	ENSGACT00000013087	groupV	11670998		11670998	11673689	11673689
ENSGACG00000009894	ENSGACT00000013088	groupVI	11969429	dachc	11969429	11989988	11989988
ENSGACG00000009895	ENSGACT00000013090	groupXIII	9670982	cmya5	9670982	9678459	9678459
ENSGACG00000009896	ENSGACT00000013104	groupXI	7608684	col5a3a	7608684	7640265	7640265
ENSGACG00000009897	ENSGACT00000013089	groupXII	12329010	TSHB (2 of 2)	12329010	12329902	12329902
ENSGACG00000009898	ENSGACT00000013123	groupV	11674619	ace	11674619	11688534	11688534
ENSGACG00000009898	ENSGACT00000013132	groupV	11674619	ace	11675344	11688293	11688534
ENSGACG00000009899	ENSGACT00000013114	groupXV	8052578	pdcd10b	8052578	8058166	8058166
ENSGACG00000009900	ENSGACT00000013091	groupXII	12373602	camkvl	12373602	12378975	12378975
ENSGACG00000009901	ENSGACT00000013098	groupVI	11993425	UBAC2	11993425	11997232	11997232
ENSGACG00000009902	ENSGACT00000013092	groupXIII	9682803	papd4	9682803	9685210	9685658
ENSGACG00000009902	ENSGACT00000013095	groupXIII	9682803	papd4	9685067	9685658	9685658
ENSGACG00000009903	ENSGACT00000013102	groupXII	12383649	uba1	12383649	12396732	12396732
ENSGACG00000009904	ENSGACT00000013096	groupXX	11577922	si:ch211-69g19.2	11577922	11579492	11579492
ENSGACG00000009905	ENSGACT00000013116	groupXIII	9687499	homer1b	9687499	9704517	9704523
ENSGACG00000009905	ENSGACT00000013131	groupXIII	9687499	homer1b	9688123	9704523	9704523
ENSGACG00000009906	ENSGACT00000013113	groupXIX	11295657	cd82b	11295657	11306746	11306746
ENSGACG00000009907	ENSGACT00000013101	groupXX	11581081	pex5	11581081	11589204	11589204
ENSGACG00000009908	ENSGACT00000013146	groupVI	12059046	ank3a	12059046	12108677	12112806
ENSGACG00000009908	ENSGACT00000013164	groupVI	12059046	ank3a	12059537	12112806	12112806
ENSGACG00000009908	ENSGACT00000013171	groupVI	12059046	ank3a	12061345	12082813	12112806
ENSGACG00000009909	ENSGACT00000013103	groupXVIII	9548536	rd3	9548536	9551013	9552441
ENSGACG00000009909	ENSGACT00000013106	groupXVIII	9548536	rd3	9548749	9552441	9552441
ENSGACG00000009910	ENSGACT00000013110	groupXX	11592251	clstn3	11592251	11605712	11605712
ENSGACG00000009911	ENSGACT00000013115	groupXII	12398167	arhgef3l	12398167	12402903	12402903
ENSGACG00000009911	ENSGACT00000013121	groupXII	12398167	arhgef3l	12398273	12402883	12402903
ENSGACG00000009912	ENSGACT00000013107	groupI	9858715	FUT5	9858715	9859946	9860186
ENSGACG00000009912	ENSGACT00000013108	groupI	9858715	FUT5	9858921	9860186	9860186
ENSGACG00000009913	ENSGACT00000013109	groupXVIII	9564606	slc30a1a	9564606	9567267	9567267
ENSGACG00000009914	ENSGACT00000013118	groupXI	7655695	rdh8a	7655695	7660561	7661238
ENSGACG00000009914	ENSGACT00000013126	groupXI	7655695	rdh8a	7658119	7661238	7661238
ENSGACG00000009915	ENSGACT00000013130	groupI	9866672	cux1a	9866672	9916497	9916497
ENSGACG00000009915	ENSGACT00000013137	groupI	9866672	cux1a	9882137	9916497	9916497
ENSGACG00000009916	ENSGACT00000013120	groupXVIII	9568290	nek2	9568290	9571996	9571996
ENSGACG00000009916	ENSGACT00000013125	groupXVIII	9568290	nek2	9568824	9571881	9571996
ENSGACG00000009917	ENSGACT00000013142	groupXX	11607545	lpcat3	11607545	11615457	11615807
ENSGACG00000009917	ENSGACT00000013152	groupXX	11607545	lpcat3	11607771	11615807	11615807
ENSGACG00000009917	ENSGACT00000013161	groupXX	11607545	lpcat3	11607771	11615716	11615807
ENSGACG00000009918	ENSGACT00000013128	groupXIX	11314522	tp53i11b	11314522	11321227	11321227
ENSGACG00000009919	ENSGACT00000013117	groupXV	8067465		8067465	8068070	8068070
ENSGACG00000009920	ENSGACT00000013119	groupXV	8067468		8067468	8068457	8068457
ENSGACG00000009921	ENSGACT00000013124	groupXV	8095253		8095253	8097361	8097361
ENSGACG00000009922	ENSGACT00000013136	groupXII	12402976	USP21	12402976	12406659	12406659
ENSGACG00000009922	ENSGACT00000013143	groupXII	12402976	USP21	12403727	12406659	12406659
ENSGACG00000009923	ENSGACT00000013135	groupX	15274191		15274191	15282234	15282234
ENSGACG00000009924	ENSGACT00000013129	groupXV	8146319		8146319	8157092	8157092
ENSGACG00000009925	ENSGACT00000013150	groupXVIII	9577490	lpgat1	9577490	9600773	9600773
ENSGACG00000009926	ENSGACT00000013148	groupXI	7691283	notch3	7691283	7715790	7715790
